StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q12,Q9,Q4,Q3,Q7,Q9,Q8,Q10,Q11
2/9/23 16:03,2/9/23 16:04,IP Address,129.120.67.51,100,101,TRUE,2/9/23 16:04,R_3e3t8VfO3YaT72N,,,,,33.2205,-97.1294,anonymous,EN,name14,email14,Definitely yes,MS in Computer Engineering,2021,"Artificial Intelligence,Networks,Software Engineering,Computer Vision","Joining student organizations,Making new friends,Becoming a TA or IA","Large-company industry position,Other",JavaScript,"Cooking,Sports,Movies,Reading"
2/9/23 16:02,2/9/23 16:05,IP Address,129.120.67.51,100,170,TRUE,2/9/23 16:05,R_2aVd8B3JLrMiuQx,,,,,33.2205,-97.1294,anonymous,EN,name15,email15,Definitely yes,MS in Artificial Intelligence,2023,"Artificial Intelligence,Data Science,Computer Vision","Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Startup scene,Unsure - we'll see",Python,"Sports,Reading"
2/9/23 16:03,2/9/23 16:05,IP Address,35.150.39.142,100,121,TRUE,2/9/23 16:05,R_qUGdKKBibxV53Pj,,,,,33.2205,-97.1294,anonymous,EN,name16,email16,Definitely yes,MS in Computer Engineering,2022,"Networks,Programming Languages,Software Engineering,Systems","Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA","Continue to PhD,Industry research position",Python,"Cooking,Gaming,Movies"
2/9/23 16:02,2/9/23 16:05,IP Address,128.92.210.3,100,158,TRUE,2/9/23 16:05,R_12Se5iKSpsAzFaP,,,,,33.2249,-97.1811,anonymous,EN,name17,email17,Definitely yes,MS in Computer Science,2023,"Cybersecurity,Data Science,Software Engineering","Joining student organizations,Making new friends,Becoming a TA or IA",Unsure - we'll see,Python,"Cooking,Movies,Reading"
2/9/23 16:02,2/9/23 16:05,IP Address,129.120.67.52,100,160,TRUE,2/9/23 16:05,R_3F4G5NoRyVuTnu7,,,,,33.2205,-97.1294,anonymous,EN,name18,email18,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Computer Graphics and Data Visualization,Data Science,Programming Languages,Software Engineering,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Startup scene",Python,"Sports,Movies"
2/9/23 16:03,2/9/23 16:05,IP Address,35.150.52.140,100,145,TRUE,2/9/23 16:05,R_PNWp5HsTrIj6imB,,,,,33.238,-97.1134,anonymous,EN,name19,email19,Definitely yes,MS in Computer Science,2022,"Artificial Intelligence,Cybersecurity,Software Engineering","Joining student organizations,Making new friends,Entrepreneurship / starting your own company",Other,,Cooking
2/9/23 16:03,2/9/23 16:05,IP Address,129.120.67.52,100,134,TRUE,2/9/23 16:05,R_1QLaNAw8JKyHybA,,,,,33.2205,-97.1294,anonymous,EN,name20,email20,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Programming Languages,Software Engineering","Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA","Large-company industry position,Startup scene",Python,"Sports,Gaming,Movies"
2/9/23 16:02,2/9/23 16:05,IP Address,129.120.67.51,100,196,TRUE,2/9/23 16:05,R_1mIXEoRIT14F72b,,,,,33.2205,-97.1294,anonymous,EN,name21,email21,Definitely yes,MS in Artificial Intelligence,2023,"Artificial Intelligence,Computer Graphics and Data Visualization,Data Science,Programming Languages,Software Engineering,Databases and Data Mining,Computer Vision","Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Startup scene,Industry research position",Python,"Cooking,Sports,Movies,Reading"
2/9/23 16:03,2/9/23 16:06,IP Address,172.103.84.145,100,194,TRUE,2/9/23 16:06,R_YSkMM4XVlhyWAVP,,,,,33.2205,-97.1294,anonymous,EN,name22,email22,Definitely yes,MS in Artificial Intelligence,2021,"Artificial Intelligence,Human-Computer Interaction,Computer Graphics and Data Visualization,Programming Languages,Computer Vision","Just taking classes - that's all,Making new friends,Joining a research lab","Large-company industry position,Industry research position",Python,"Cooking,Sports,Movies,Reading"
2/9/23 16:05,2/9/23 16:06,IP Address,166.205.190.73,100,54,TRUE,2/9/23 16:06,R_9o7b0dH0JdYVXRD,,,,,32.8008,-96.7884,anonymous,EN,name23,email23,Definitely yes,MS in Computer Science,2022,"Artificial Intelligence,Cybersecurity,Data Science,Software Engineering,Databases and Data Mining,Computer Vision","Joining student organizations,Just taking classes - that's all,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Startup scene,Industry research position",Python,"Cooking,Sports,Gaming,Movies,Reading"
2/9/23 16:06,2/9/23 16:07,IP Address,35.150.38.135,100,86,TRUE,2/9/23 16:07,R_2w5Zj4769Hxrz7n,,,,,33.2205,-97.1294,anonymous,EN,name24,email24,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Cybersecurity,Data Science,Software Engineering,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA","Large-company industry position,Industry research position",Python,"Cooking,Sports,Gaming,Movies,Reading"
2/9/23 16:09,2/9/23 16:11,IP Address,172.58.107.229,100,104,TRUE,2/9/23 16:11,R_3m4V4iqaRoHAPVj,,,,,32.7797,-96.8022,anonymous,EN,name25,email25,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Networks,Databases and Data Mining,Computer Vision","Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA","Continue to PhD,Large-company industry position,Industry research position",Python,"Cooking,Sports,Gaming,Movies,Reading"
2/9/23 16:12,2/9/23 16:15,IP Address,129.120.67.52,100,195,TRUE,2/9/23 16:15,R_2YPzFnTl7NSlPXI,,,,,33.2205,-97.1294,anonymous,EN,name26,email26,Definitely yes,MS in Computer Science,2022,"Artificial Intelligence,Data Science,Programming Languages,Software Engineering","Joining student organizations,Making new friends,Entrepreneurship / starting your own company",Large-company industry position,Python,"Cooking,Sports,Movies,Reading"
2/9/23 16:11,2/9/23 16:16,IP Address,107.115.171.138,100,306,TRUE,2/9/23 16:16,R_3EZli6r2BuZtQxT,,,,,32.7889,-96.8021,anonymous,EN,name27,email27,Definitely yes,MS in Computer Engineering,2021,"Artificial Intelligence,Computer Graphics and Data Visualization,Data Science,Programming Languages,Software Engineering,Databases and Data Mining,Computer Vision","Joining student organizations,Joining a research lab,Becoming a TA or IA","Continue to PhD,Industry research position,Other",Python,Reading
2/9/23 16:15,2/9/23 16:18,IP Address,172.58.96.207,100,178,TRUE,2/9/23 16:18,R_UlqpBO2ZhjPQ6TD,,,,,32.7797,-96.8022,anonymous,EN,name28,email28,Definitely yes,MS in Artificial Intelligence,2023,"Artificial Intelligence,Human-Computer Interaction,Data Science,Programming Languages","Joining student organizations,Making new friends,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Startup scene",Python,"Cooking,Gaming,Movies"
2/9/23 16:17,2/9/23 16:19,IP Address,104.28.33.62,100,100,TRUE,2/9/23 16:19,R_2qaBWgRWn1o5vVz,,,,,33.2081,-97.1385,anonymous,EN,name29,email29,Definitely yes,MS in Computer Science,2021,Artificial Intelligence,Joining a research lab,Large-company industry position,Python,"Cooking,Gaming,Movies"
2/9/23 16:19,2/9/23 16:21,IP Address,107.77.199.90,100,115,TRUE,2/9/23 16:21,R_zUoKH5oKgPJA6FH,,,,,32.7797,-96.8022,anonymous,EN,name30,email30,Definitely yes,MS in Computer Science,2022,"Artificial Intelligence,Cybersecurity,Data Science,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Unsure - we'll see",Python,"Cooking,Sports,Movies"
2/9/23 16:19,2/9/23 16:21,IP Address,172.58.96.226,100,106,TRUE,2/9/23 16:21,R_9Mn3Adr9A0UqLrb,,,,,32.7797,-96.8022,anonymous,EN,name31,email31,Definitely yes,MS in Computer Science,2022,"Artificial Intelligence,Data Science,Software Engineering,Databases and Data Mining,Computer Vision","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Startup scene,Industry research position",Python,"Sports,Movies"
2/9/23 16:20,2/9/23 16:22,IP Address,129.120.67.51,100,119,TRUE,2/9/23 16:22,R_3n6H7OXSTzVKPQl,,,,,33.2205,-97.1294,anonymous,EN,name32,email32,Definitely yes,MS in Data Engineering,2022,"Artificial Intelligence,Human-Computer Interaction,Game Design,Computer Graphics and Data Visualization,Cybersecurity,Data Science,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Startup scene,Unsure - we'll see",Python,"Cooking,Sports,Gaming,Movies,Reading"
2/9/23 16:22,2/9/23 16:24,IP Address,172.58.180.172,100,143,TRUE,2/9/23 16:24,R_1r20ObLpSyc2MGW,,,,,32.7797,-96.8022,anonymous,EN,name33,email33,Definitely yes,MS in Computer Science,2023,"Human-Computer Interaction,Networks,Computer Graphics and Data Visualization,Data Science,Databases and Data Mining","Joining student organizations,Making new friends,Becoming a TA or IA","Large-company industry position,Other",Python,"Cooking,Movies,Reading"
2/9/23 16:25,2/9/23 16:27,IP Address,35.150.58.131,100,100,TRUE,2/9/23 16:27,R_BtugprY3uM44kgN,,,,,33.2205,-97.1294,anonymous,EN,name34,email34,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Data Science,Programming Languages,Software Engineering","Joining student organizations,Making new friends,Becoming a TA or IA",Large-company industry position,Python,"Sports,Movies"
2/9/23 16:31,2/9/23 16:34,IP Address,129.120.67.51,100,165,TRUE,2/9/23 16:34,R_p0lryzta386fZg5,,,,,33.2205,-97.1294,anonymous,EN,name35,email35,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Game Design,Networks,Cybersecurity,Data Science,Programming Languages,Software Engineering,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Industry research position",JavaScript,"Cooking,Sports,Gaming,Movies,Reading"
2/9/23 16:35,2/9/23 16:38,IP Address,129.120.67.51,100,157,TRUE,2/9/23 16:38,R_2E48E5ShWjIz8Ij,,,,,33.2205,-97.1294,anonymous,EN,name36,email36,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Data Science,Computer Vision","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA",Large-company industry position,Python,"Cooking,Movies,Reading"
2/9/23 16:36,2/9/23 16:39,IP Address,129.120.67.51,100,201,TRUE,2/9/23 16:39,R_1CeyIML5KfYekMS,,,,,33.2205,-97.1294,anonymous,EN,name37,email37,Definitely yes,MS in Computer Science,2022,"Artificial Intelligence,Computer Graphics and Data Visualization,Cybersecurity,Data Science,Programming Languages,Software Engineering,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA",Large-company industry position,Python,"Sports,Gaming,Movies,Reading"
2/9/23 16:36,2/9/23 16:41,IP Address,129.120.67.51,100,280,TRUE,2/9/23 16:41,R_VQoCW2dXtfprmU1,,,,,33.2205,-97.1294,anonymous,EN,name38,email38,Definitely yes,MS in Computer Science,2022,,"Joining student organizations,Just taking classes - that's all,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Startup scene",Python,"Cooking,Sports,Gaming,Movies"
2/9/23 16:40,2/9/23 16:42,IP Address,107.120.35.20,100,109,TRUE,2/9/23 16:42,R_yl2tu0aQLDnJTIl,,,,,32.7797,-96.8022,anonymous,EN,name39,email39,Definitely yes,MS in Computer Science,2023,"Networks,Cybersecurity,Software Engineering,Theory","Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA",Other,PHP,"Cooking,Sports,Gaming,Movies,Reading"
2/9/23 16:42,2/9/23 16:44,IP Address,172.103.86.105,100,73,TRUE,2/9/23 16:44,R_OO40f8u6jr0afdf,,,,,33.2124,-97.066,anonymous,EN,name40,email40,Definitely yes,MS in Computer Engineering,2023,"Networks,Cybersecurity","Making new friends,Becoming a TA or IA",Large-company industry position,Python,"Movies,Reading"
2/9/23 16:55,2/9/23 16:56,IP Address,129.120.67.52,100,106,TRUE,2/9/23 16:56,R_W7oy7PvTe6QsqmB,,,,,33.2205,-97.1294,anonymous,EN,name41,email41,Definitely yes,MS in Computer Science,2021,"Artificial Intelligence,Data Science,Programming Languages,Databases and Data Mining","Making new friends,Joining a research lab",Large-company industry position,Python,"Cooking,Sports,Movies"
2/9/23 16:56,2/9/23 16:57,IP Address,47.184.96.109,100,68,TRUE,2/9/23 16:57,R_2Ym5FT4poyR7eI3,,,,,33.2124,-97.066,anonymous,EN,name42,email42,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Software Engineering","Making new friends,Becoming a TA or IA",Other,Python,"Cooking,Gaming,Movies"
2/9/23 16:56,2/9/23 17:00,IP Address,47.186.207.183,100,239,TRUE,2/9/23 17:00,R_2tgk1MMIQX9U2mt,,,,,33.2205,-97.1294,anonymous,EN,name43,email43,Definitely yes,MS in Data Engineering,2023,"Artificial Intelligence,Cybersecurity,Data Science,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA","Large-company industry position,Other",Python,"Sports,Gaming,Movies"
2/9/23 16:59,2/9/23 17:02,IP Address,129.120.67.51,100,140,TRUE,2/9/23 17:02,R_3P6tirNfIlsSO9b,,,,,33.2205,-97.1294,anonymous,EN,name44,email44,Definitely yes,MS in Artificial Intelligence,2022,"Artificial Intelligence,Computer Graphics and Data Visualization,Data Science,Software Engineering,Databases and Data Mining,Computer Vision","Making new friends,Joining a research lab,Entrepreneurship / starting your own company","Large-company industry position,Startup scene,Industry research position",Python,"Cooking,Sports,Gaming,Movies"
2/9/23 17:06,2/9/23 17:07,IP Address,47.186.221.69,100,64,TRUE,2/9/23 17:07,R_1r3b25ehRJNwiSQ,,,,,33.1893,-97.1261,anonymous,EN,name45,email45,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Networks,Cybersecurity,Data Science,Programming Languages,Systems,Databases and Data Mining","Joining student organizations,Making new friends,Becoming a TA or IA",Large-company industry position,JavaScript,"Cooking,Sports,Gaming"
2/9/23 17:22,2/9/23 17:23,IP Address,38.133.200.82,100,108,TRUE,2/9/23 17:23,R_5tmfg2UwKdMeO5j,,,,,33.1452,-97.0699,anonymous,EN,name46,email46,Definitely yes,MS in Artificial Intelligence,2023,"Artificial Intelligence,Data Science,Computer Vision","Making new friends,Becoming a TA or IA",Large-company industry position,Python,"Cooking,Movies"
2/9/23 17:24,2/9/23 17:26,IP Address,70.120.122.59,100,113,TRUE,2/9/23 17:26,R_2aQTQcMAltDxWTX,,,,,32.961,-96.9841,anonymous,EN,name47,email47,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Human-Computer Interaction,Computer Graphics and Data Visualization,Data Science,Programming Languages,Software Engineering,Databases and Data Mining,Theory,Computer Vision","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Startup scene,Industry research position",Python,"Cooking,Gaming,Movies,Reading"
2/9/23 17:25,2/9/23 17:26,IP Address,68.184.184.131,100,56,TRUE,2/9/23 17:26,R_3p8ZDQ1OoifRaAq,,,,,33.1452,-97.0699,anonymous,EN,name48,email48,Definitely yes,MS in Computer Science,2023,,,Continue to PhD,,
2/9/23 17:24,2/9/23 17:26,IP Address,70.120.122.59,100,128,TRUE,2/9/23 17:26,R_xza2Av9xJkPhVUB,,,,,32.961,-96.9841,anonymous,EN,name49,email49,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Human-Computer Interaction,Game Design,Networks,Computer Graphics and Data Visualization,Cybersecurity,Data Science,Programming Languages,Software Engineering,Systems,Databases and Data Mining,Theory,Computer Vision","Joining student organizations,Just taking classes - that's all,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Startup scene,Unsure - we'll see,Industry research position,Other",Python,"Cooking,Sports,Movies"
2/9/23 17:26,2/9/23 17:28,IP Address,129.120.67.52,100,96,TRUE,2/9/23 17:28,R_1P6JHomTbtRQvK9,,,,,33.2205,-97.1294,anonymous,EN,name50,email50,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Human-Computer Interaction,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Startup scene,Industry research position",PHP,"Cooking,Gaming,Movies,Reading"
2/9/23 18:00,2/9/23 18:02,IP Address,129.120.67.52,100,75,TRUE,2/9/23 18:02,R_4Pe6fmuvWy7ZLqN,,,,,33.2205,-97.1294,anonymous,EN,name51,email51,Definitely yes,MS in Computer Science,2022,"Artificial Intelligence,Human-Computer Interaction,Networks,Cybersecurity,Data Science,Programming Languages,Software Engineering,Computer Vision","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Startup scene,Industry research position",C/C++,Sports
2/9/23 18:01,2/9/23 18:02,IP Address,129.120.67.52,100,79,TRUE,2/9/23 18:02,R_3hDvPhSVDI5AjlQ,,,,,33.2205,-97.1294,anonymous,EN,name52,email52,Definitely yes,MS in Computer Science,2022,"Networks,Data Science,Databases and Data Mining","Joining student organizations,Making new friends,Becoming a TA or IA",Large-company industry position,Python,"Cooking,Sports,Gaming,Reading"
2/9/23 18:39,2/9/23 18:41,IP Address,47.42.115.9,100,122,TRUE,2/9/23 18:41,R_1fd8Im1UyojhXDx,,,,,32.9275,-97.2512,anonymous,EN,name53,email53,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Game Design,Data Science,Programming Languages,Software Engineering","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Industry research position",Java,"Sports,Movies,Reading"
2/9/23 18:57,2/9/23 18:59,IP Address,47.185.223.60,100,143,TRUE,2/9/23 18:59,R_2ZJplxDFgnkzs1w,,,,,33.0287,-96.6826,anonymous,EN,name54,email54,Definitely yes,MS in Artificial Intelligence,2022,"Artificial Intelligence,Human-Computer Interaction,Computer Graphics and Data Visualization,Cybersecurity,Data Science,Programming Languages,Software Engineering,Databases and Data Mining,Computer Vision","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Startup scene,Industry research position",Python,"Cooking,Sports,Reading"
2/9/23 19:48,2/9/23 19:50,IP Address,47.184.127.13,100,126,TRUE,2/9/23 19:50,R_Y9RDhKhTVZUGtbj,,,,,33.238,-97.1134,anonymous,EN,name55,email55,Definitely yes,MS in Data Engineering,2023,"Computer Graphics and Data Visualization,Data Science,Databases and Data Mining,Theory","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Startup scene,Industry research position",Python,"Sports,Movies"
2/9/23 19:48,2/9/23 19:51,IP Address,172.108.198.154,100,183,TRUE,2/9/23 19:51,R_2xJlz46p2Uyq08s,,,,,33.2205,-97.1294,anonymous,EN,name56,email56,Definitely yes,MS in Data Engineering,2023,"Artificial Intelligence,Computer Graphics and Data Visualization,Data Science,Databases and Data Mining","Joining student organizations,Joining a research lab,Becoming a TA or IA","Large-company industry position,Industry research position",Python,"Sports,Reading"
2/9/23 21:03,2/9/23 21:06,IP Address,47.184.83.203,100,140,TRUE,2/9/23 21:06,R_1dKtZ2x3s4YMzEq,,,,,33.238,-97.1134,anonymous,EN,name57,email57,Definitely yes,MS in Computer Science,2022,Software Engineering,"Joining student organizations,Making new friends,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Startup scene,Industry research position",JavaScript,"Gaming,Movies"
2/9/23 21:06,2/9/23 21:08,IP Address,47.184.83.203,100,122,TRUE,2/9/23 21:08,R_6fnsO72tegmv3RT,,,,,33.238,-97.1134,anonymous,EN,name58,email58,Definitely yes,MS in Data Engineering,2022,"Data Science,Programming Languages,Software Engineering,Databases and Data Mining","Joining student organizations,Making new friends,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Startup scene,Unsure - we'll see",Python,"Cooking,Sports,Movies,Reading"
